,Country,Gender,Activity,Currency,Year,Amount
46234,Honduras,Female,"Actividades inmobiliarias, empresariales y de alquiler",Divisa: Dólar estadounidense,2007,322.17
46237,Honduras,Female,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Divisa: Dólar estadounidense,2007,457.81
46240,Honduras,Female,Enseñanza,Divisa: Dólar estadounidense,2007,422.53
46243,Honduras,Female,Servicios sociales y de salud,Divisa: Dólar estadounidense,2007,436.11
46246,Honduras,Female,"Otras actividades de servicios comunitarios, sociales y personales",Divisa: Dólar estadounidense,2007,214.29
46249,Honduras,Female,Hogares privados con servicio doméstico,Divisa: Dólar estadounidense,2007,101.65
46252,Honduras,Female,Organizaciones y órganos extraterritoriales,Divisa: Dólar estadounidense,2007,646.46
46261,Honduras,Total,Agricultura,Divisa: Dólar estadounidense,2006,109.37
46264,Honduras,Total,Manufacturas,Divisa: Dólar estadounidense,2006,250.12
46267,Honduras,Total,Construcción,Divisa: Dólar estadounidense,2006,210.55
46270,Honduras,Total,"Explotación de minas y canteras; Suministro de electricidad, gas y agua",Divisa: Dólar estadounidense,2006,393.27
46273,Honduras,Total,"Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales",Divisa: Dólar estadounidense,2006,282.29
46276,Honduras,Total,Administración pública y servicios y actividades comunales y sociales,Divisa: Dólar estadounidense,2006,310.42
46285,Honduras,Male,Agricultura,Divisa: Dólar estadounidense,2006,107.3
46288,Honduras,Male,Manufacturas,Divisa: Dólar estadounidense,2006,265.07
46291,Honduras,Male,Construcción,Divisa: Dólar estadounidense,2006,210.8
46294,Honduras,Male,"Explotación de minas y canteras; Suministro de electricidad, gas y agua",Divisa: Dólar estadounidense,2006,401.54
46297,Honduras,Male,"Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales",Divisa: Dólar estadounidense,2006,300.57
46300,Honduras,Male,Administración pública y servicios y actividades comunales y sociales,Divisa: Dólar estadounidense,2006,393.18
46309,Honduras,Female,Agricultura,Divisa: Dólar estadounidense,2006,140.64
46312,Honduras,Female,Manufacturas,Divisa: Dólar estadounidense,2006,225.75
46315,Honduras,Female,Construcción,Divisa: Dólar estadounidense,2006,200.4
46318,Honduras,Female,"Explotación de minas y canteras; Suministro de electricidad, gas y agua",Divisa: Dólar estadounidense,2006,339.53
46321,Honduras,Female,"Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales",Divisa: Dólar estadounidense,2006,249.09
46324,Honduras,Female,Administración pública y servicios y actividades comunales y sociales,Divisa: Dólar estadounidense,2006,265.91
46333,Honduras,Total,,Divisa: Dólar estadounidense,2006,105.12
46336,Honduras,Total,Pesca,Divisa: Dólar estadounidense,2006,256.28
46339,Honduras,Total,Explotación de minas y canteras,Divisa: Dólar estadounidense,2006,260.93
46342,Honduras,Total,Industrias manufactureras,Divisa: Dólar estadounidense,2006,250.12
46345,Honduras,Total,"Suministro de electricidad, gas y agua",Divisa: Dólar estadounidense,2006,437.16
46348,Honduras,Total,Construcción,Divisa: Dólar estadounidense,2006,210.55
46351,Honduras,Total,"Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos",Divisa: Dólar estadounidense,2006,242.61
46354,Honduras,Total,Hoteles y restaurantes,Divisa: Dólar estadounidense,2006,168.43
46357,Honduras,Total,"Transporte, almacenamiento y comunicaciones",Divisa: Dólar estadounidense,2006,361.76
46360,Honduras,Total,Intermediación financiera,Divisa: Dólar estadounidense,2006,475.98
46363,Honduras,Total,"Actividades inmobiliarias, empresariales y de alquiler",Divisa: Dólar estadounidense,2006,318.18
46366,Honduras,Total,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Divisa: Dólar estadounidense,2006,400.26
46369,Honduras,Total,Enseñanza,Divisa: Dólar estadounidense,2006,373.9
46372,Honduras,Total,Servicios sociales y de salud,Divisa: Dólar estadounidense,2006,411.71
46375,Honduras,Total,"Otras actividades de servicios comunitarios, sociales y personales",Divisa: Dólar estadounidense,2006,262.38
46378,Honduras,Total,Hogares privados con servicio doméstico,Divisa: Dólar estadounidense,2006,97.03
46381,Honduras,Total,Organizaciones y órganos extraterritoriales,Divisa: Dólar estadounidense,2006,892.84
46390,Honduras,Male,,Divisa: Dólar estadounidense,2006,103.78
46393,Honduras,Male,Pesca,Divisa: Dólar estadounidense,2006,265.16
46396,Honduras,Male,Explotación de minas y canteras,Divisa: Dólar estadounidense,2006,262.97
46399,Honduras,Male,Industrias manufactureras,Divisa: Dólar estadounidense,2006,265.07
46402,Honduras,Male,"Suministro de electricidad, gas y agua",Divisa: Dólar estadounidense,2006,454.15
46405,Honduras,Male,Construcción,Divisa: Dólar estadounidense,2006,210.8
46408,Honduras,Male,"Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos",Divisa: Dólar estadounidense,2006,253.77
46411,Honduras,Male,Hoteles y restaurantes,Divisa: Dólar estadounidense,2006,206.13
46414,Honduras,Male,"Transporte, almacenamiento y comunicaciones",Divisa: Dólar estadounidense,2006,348.82
46417,Honduras,Male,Intermediación financiera,Divisa: Dólar estadounidense,2006,523.78
46420,Honduras,Male,"Actividades inmobiliarias, empresariales y de alquiler",Divisa: Dólar estadounidense,2006,320.61
46423,Honduras,Male,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Divisa: Dólar estadounidense,2006,393.97
46426,Honduras,Male,Enseñanza,Divisa: Dólar estadounidense,2006,411.05
46429,Honduras,Male,Servicios sociales y de salud,Divisa: Dólar estadounidense,2006,477.61
46432,Honduras,Male,"Otras actividades de servicios comunitarios, sociales y personales",Divisa: Dólar estadounidense,2006,319.22
46435,Honduras,Male,Hogares privados con servicio doméstico,Divisa: Dólar estadounidense,2006,213.02
46438,Honduras,Male,Organizaciones y órganos extraterritoriales,Divisa: Dólar estadounidense,2006,1012.43
46447,Honduras,Female,,Divisa: Dólar estadounidense,2006,127.78
46450,Honduras,Female,Pesca,Divisa: Dólar estadounidense,2006,232.51
46453,Honduras,Female,Industrias manufactureras,Divisa: Dólar estadounidense,2006,225.75
46456,Honduras,Female,"Suministro de electricidad, gas y agua",Divisa: Dólar estadounidense,2006,350.26
46459,Honduras,Female,Construcción,Divisa: Dólar estadounidense,2006,200.4
46462,Honduras,Female,"Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos",Divisa: Dólar estadounidense,2006,220.8
46465,Honduras,Female,Hoteles y restaurantes,Divisa: Dólar estadounidense,2006,148.31
46468,Honduras,Female,"Transporte, almacenamiento y comunicaciones",Divisa: Dólar estadounidense,2006,433.09
46471,Honduras,Female,Intermediación financiera,Divisa: Dólar estadounidense,2006,418.31
46474,Honduras,Female,"Actividades inmobiliarias, empresariales y de alquiler",Divisa: Dólar estadounidense,2006,312.25
46477,Honduras,Female,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Divisa: Dólar estadounidense,2006,408.6
46480,Honduras,Female,Enseñanza,Divisa: Dólar estadounidense,2006,355.99
46483,Honduras,Female,Servicios sociales y de salud,Divisa: Dólar estadounidense,2006,376.37
46486,Honduras,Female,"Otras actividades de servicios comunitarios, sociales y personales",Divisa: Dólar estadounidense,2006,188.19
46489,Honduras,Female,Hogares privados con servicio doméstico,Divisa: Dólar estadounidense,2006,83.3
46492,Honduras,Female,Organizaciones y órganos extraterritoriales,Divisa: Dólar estadounidense,2006,722.13
46501,Honduras,Total,Agricultura,Divisa: Dólar estadounidense,2005,104.13
46504,Honduras,Total,Manufacturas,Divisa: Dólar estadounidense,2005,223.97
46507,Honduras,Total,Construcción,Divisa: Dólar estadounidense,2005,190.33
46510,Honduras,Total,"Explotación de minas y canteras; Suministro de electricidad, gas y agua",Divisa: Dólar estadounidense,2005,341.95
46513,Honduras,Total,"Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales",Divisa: Dólar estadounidense,2005,245.56
46516,Honduras,Total,Administración pública y servicios y actividades comunales y sociales,Divisa: Dólar estadounidense,2005,307.49
46525,Honduras,Male,Agricultura,Divisa: Dólar estadounidense,2005,102.56
46528,Honduras,Male,Manufacturas,Divisa: Dólar estadounidense,2005,235.74
46531,Honduras,Male,Construcción,Divisa: Dólar estadounidense,2005,182.06
46534,Honduras,Male,"Explotación de minas y canteras; Suministro de electricidad, gas y agua",Divisa: Dólar estadounidense,2005,329.73
46537,Honduras,Male,"Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales",Divisa: Dólar estadounidense,2005,257.56
46540,Honduras,Male,Administración pública y servicios y actividades comunales y sociales,Divisa: Dólar estadounidense,2005,395.45
46549,Honduras,Female,Agricultura,Divisa: Dólar estadounidense,2005,132.79
46552,Honduras,Female,Manufacturas,Divisa: Dólar estadounidense,2005,204.23
46555,Honduras,Female,Construcción,Divisa: Dólar estadounidense,2005,510.69
46558,Honduras,Female,"Explotación de minas y canteras; Suministro de electricidad, gas y agua",Divisa: Dólar estadounidense,2005,492.51
46561,Honduras,Female,"Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales",Divisa: Dólar estadounidense,2005,225.09
46564,Honduras,Female,Administración pública y servicios y actividades comunales y sociales,Divisa: Dólar estadounidense,2005,258.59
46573,Honduras,Total,,Divisa: Dólar estadounidense,2005,100.06
46576,Honduras,Total,Pesca,Divisa: Dólar estadounidense,2005,248.92
46579,Honduras,Total,Explotación de minas y canteras,Divisa: Dólar estadounidense,2005,215.13
46582,Honduras,Total,Industrias manufactureras,Divisa: Dólar estadounidense,2005,223.97
46585,Honduras,Total,"Suministro de electricidad, gas y agua",Divisa: Dólar estadounidense,2005,422.36
46588,Honduras,Total,Construcción,Divisa: Dólar estadounidense,2005,190.33
46591,Honduras,Total,"Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos",Divisa: Dólar estadounidense,2005,217.69
46594,Honduras,Total,Hoteles y restaurantes,Divisa: Dólar estadounidense,2005,152.1
46597,Honduras,Total,"Transporte, almacenamiento y comunicaciones",Divisa: Dólar estadounidense,2005,362.56
46600,Honduras,Total,Intermediación financiera,Divisa: Dólar estadounidense,2005,353.65
46603,Honduras,Total,"Actividades inmobiliarias, empresariales y de alquiler",Divisa: Dólar estadounidense,2005,244.03
46606,Honduras,Total,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Divisa: Dólar estadounidense,2005,333.44
46609,Honduras,Total,Enseñanza,Divisa: Dólar estadounidense,2005,397.48
46612,Honduras,Total,Servicios sociales y de salud,Divisa: Dólar estadounidense,2005,375.76
46615,Honduras,Total,"Otras actividades de servicios comunitarios, sociales y personales",Divisa: Dólar estadounidense,2005,262.92
46618,Honduras,Total,Hogares privados con servicio doméstico,Divisa: Dólar estadounidense,2005,84.72
46621,Honduras,Total,Organizaciones y órganos extraterritoriales,Divisa: Dólar estadounidense,2005,962.58
46630,Honduras,Male,,Divisa: Dólar estadounidense,2005,98.83
46633,Honduras,Male,Pesca,Divisa: Dólar estadounidense,2005,267.43
46636,Honduras,Male,Explotación de minas y canteras,Divisa: Dólar estadounidense,2005,215.13
46639,Honduras,Male,Industrias manufactureras,Divisa: Dólar estadounidense,2005,235.74
46642,Honduras,Male,"Suministro de electricidad, gas y agua",Divisa: Dólar estadounidense,2005,412.55
46645,Honduras,Male,Construcción,Divisa: Dólar estadounidense,2005,182.06
46648,Honduras,Male,"Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos",Divisa: Dólar estadounidense,2005,224.47
46651,Honduras,Male,Hoteles y restaurantes,Divisa: Dólar estadounidense,2005,178.97
46654,Honduras,Male,"Transporte, almacenamiento y comunicaciones",Divisa: Dólar estadounidense,2005,368.62
46657,Honduras,Male,Intermediación financiera,Divisa: Dólar estadounidense,2005,348.05
46660,Honduras,Male,"Actividades inmobiliarias, empresariales y de alquiler",Divisa: Dólar estadounidense,2005,204.94
46663,Honduras,Male,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Divisa: Dólar estadounidense,2005,355.47
46666,Honduras,Male,Enseñanza,Divisa: Dólar estadounidense,2005,442.49
46669,Honduras,Male,Servicios sociales y de salud,Divisa: Dólar estadounidense,2005,474.23
46672,Honduras,Male,"Otras actividades de servicios comunitarios, sociales y personales",Divisa: Dólar estadounidense,2005,325.66
46675,Honduras,Male,Hogares privados con servicio doméstico,Divisa: Dólar estadounidense,2005,115.32
46678,Honduras,Male,Organizaciones y órganos extraterritoriales,Divisa: Dólar estadounidense,2005,900.12
46687,Honduras,Female,,Divisa: Dólar estadounidense,2005,125.05
46690,Honduras,Female,Pesca,Divisa: Dólar estadounidense,2005,188.21
46693,Honduras,Female,Industrias manufactureras,Divisa: Dólar estadounidense,2005,204.23
46696,Honduras,Female,"Suministro de electricidad, gas y agua",Divisa: Dólar estadounidense,2005,492.51
46699,Honduras,Female,Construcción,Divisa: Dólar estadounidense,2005,510.69
46702,Honduras,Female,"Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos",Divisa: Dólar estadounidense,2005,204.54
46705,Honduras,Female,Hoteles y restaurantes,Divisa: Dólar estadounidense,2005,138.84
46708,Honduras,Female,"Transporte, almacenamiento y comunicaciones",Divisa: Dólar estadounidense,2005,323.04
46711,Honduras,Female,Intermediación financiera,Divisa: Dólar estadounidense,2005,357.86
46714,Honduras,Female,"Actividades inmobiliarias, empresariales y de alquiler",Divisa: Dólar estadounidense,2005,346.72
46717,Honduras,Female,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Divisa: Dólar estadounidense,2005,293.06
46720,Honduras,Female,Enseñanza,Divisa: Dólar estadounidense,2005,375.09
46723,Honduras,Female,Servicios sociales y de salud,Divisa: Dólar estadounidense,2005,332.88
46726,Honduras,Female,"Otras actividades de servicios comunitarios, sociales y personales",Divisa: Dólar estadounidense,2005,160.89
46729,Honduras,Female,Hogares privados con servicio doméstico,Divisa: Dólar estadounidense,2005,81.95
46732,Honduras,Female,Organizaciones y órganos extraterritoriales,Divisa: Dólar estadounidense,2005,1045.64
46741,Jamaica,Total,Agricultura,Divisa: Dólar estadounidense,2014,203.49
46744,Jamaica,Total,Manufacturas,Divisa: Dólar estadounidense,2014,322.9
46747,Jamaica,Total,Construcción,Divisa: Dólar estadounidense,2014,236.47
46750,Jamaica,Total,"Explotación de minas y canteras; Suministro de electricidad, gas y agua",Divisa: Dólar estadounidense,2014,566.54
46753,Jamaica,Total,"Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales",Divisa: Dólar estadounidense,2014,313.06
46756,Jamaica,Total,Administración pública y servicios y actividades comunales y sociales,Divisa: Dólar estadounidense,2014,385.03
46765,Jamaica,Male,Agricultura,Divisa: Dólar estadounidense,2014,225.73
46768,Jamaica,Male,Manufacturas,Divisa: Dólar estadounidense,2014,283.63
46771,Jamaica,Male,Construcción,Divisa: Dólar estadounidense,2014,233.59
46774,Jamaica,Male,"Explotación de minas y canteras; Suministro de electricidad, gas y agua",Divisa: Dólar estadounidense,2014,602.0
46777,Jamaica,Male,"Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales",Divisa: Dólar estadounidense,2014,318.74
46780,Jamaica,Male,Administración pública y servicios y actividades comunales y sociales,Divisa: Dólar estadounidense,2014,460.37
46786,Jamaica,Female,Agricultura,Divisa: Dólar estadounidense,2014,134.01
46789,Jamaica,Female,Manufacturas,Divisa: Dólar estadounidense,2014,415.19
46792,Jamaica,Female,Construcción,Divisa: Dólar estadounidense,2014,344.81
46795,Jamaica,Female,"Explotación de minas y canteras; Suministro de electricidad, gas y agua",Divisa: Dólar estadounidense,2014,397.7
46798,Jamaica,Female,"Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales",Divisa: Dólar estadounidense,2014,308.06
46801,Jamaica,Female,Administración pública y servicios y actividades comunales y sociales,Divisa: Dólar estadounidense,2014,354.3
46810,Jamaica,Total,,Divisa: Dólar estadounidense,2014,206.76
46813,Jamaica,Total,Pesca,Divisa: Dólar estadounidense,2014,131.98
46816,Jamaica,Total,Explotación de minas y canteras,Divisa: Dólar estadounidense,2014,432.32
46819,Jamaica,Total,Industrias manufactureras,Divisa: Dólar estadounidense,2014,322.9
46822,Jamaica,Total,"Suministro de electricidad, gas y agua",Divisa: Dólar estadounidense,2014,637.28
46825,Jamaica,Total,Construcción,Divisa: Dólar estadounidense,2014,236.47
46828,Jamaica,Total,"Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos",Divisa: Dólar estadounidense,2014,219.62
46831,Jamaica,Total,Hoteles y restaurantes,Divisa: Dólar estadounidense,2014,235.36
46834,Jamaica,Total,"Transporte, almacenamiento y comunicaciones",Divisa: Dólar estadounidense,2014,404.8
46837,Jamaica,Total,Intermediación financiera,Divisa: Dólar estadounidense,2014,670.0
46840,Jamaica,Total,"Actividades inmobiliarias, empresariales y de alquiler",Divisa: Dólar estadounidense,2014,376.73
46843,Jamaica,Total,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Divisa: Dólar estadounidense,2014,635.28
46846,Jamaica,Total,Enseñanza,Divisa: Dólar estadounidense,2014,477.07
46849,Jamaica,Total,Servicios sociales y de salud,Divisa: Dólar estadounidense,2014,390.4
46852,Jamaica,Total,"Otras actividades de servicios comunitarios, sociales y personales",Divisa: Dólar estadounidense,2014,229.09
46855,Jamaica,Total,Hogares privados con servicio doméstico,Divisa: Dólar estadounidense,2014,121.57
46858,Jamaica,Total,Organizaciones y órganos extraterritoriales,Divisa: Dólar estadounidense,2014,578.76
46867,Jamaica,Male,,Divisa: Dólar estadounidense,2014,231.49
46870,Jamaica,Male,Pesca,Divisa: Dólar estadounidense,2014,131.98
46873,Jamaica,Male,Explotación de minas y canteras,Divisa: Dólar estadounidense,2014,459.61
46876,Jamaica,Male,Industrias manufactureras,Divisa: Dólar estadounidense,2014,283.63
46879,Jamaica,Male,"Suministro de electricidad, gas y agua",Divisa: Dólar estadounidense,2014,685.33
46882,Jamaica,Male,Construcción,Divisa: Dólar estadounidense,2014,233.59
46885,Jamaica,Male,"Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos",Divisa: Dólar estadounidense,2014,213.74
46888,Jamaica,Male,Hoteles y restaurantes,Divisa: Dólar estadounidense,2014,253.71
46891,Jamaica,Male,"Transporte, almacenamiento y comunicaciones",Divisa: Dólar estadounidense,2014,386.64
46894,Jamaica,Male,Intermediación financiera,Divisa: Dólar estadounidense,2014,737.35
46897,Jamaica,Male,"Actividades inmobiliarias, empresariales y de alquiler",Divisa: Dólar estadounidense,2014,365.9
46900,Jamaica,Male,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Divisa: Dólar estadounidense,2014,620.43
46903,Jamaica,Male,Enseñanza,Divisa: Dólar estadounidense,2014,561.1
46906,Jamaica,Male,Servicios sociales y de salud,Divisa: Dólar estadounidense,2014,408.6
46909,Jamaica,Male,"Otras actividades de servicios comunitarios, sociales y personales",Divisa: Dólar estadounidense,2014,226.88
46912,Jamaica,Male,Hogares privados con servicio doméstico,Divisa: Dólar estadounidense,2014,130.73
46918,Jamaica,Female,,Divisa: Dólar estadounidense,2014,134.01
46921,Jamaica,Female,Explotación de minas y canteras,Divisa: Dólar estadounidense,2014,224.47
46924,Jamaica,Female,Industrias manufactureras,Divisa: Dólar estadounidense,2014,415.19
46927,Jamaica,Female,"Suministro de electricidad, gas y agua",Divisa: Dólar estadounidense,2014,449.68
46930,Jamaica,Female,Construcción,Divisa: Dólar estadounidense,2014,344.81
46933,Jamaica,Female,"Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos",Divisa: Dólar estadounidense,2014,224.44
46936,Jamaica,Female,Hoteles y restaurantes,Divisa: Dólar estadounidense,2014,223.15
46939,Jamaica,Female,"Transporte, almacenamiento y comunicaciones",Divisa: Dólar estadounidense,2014,447.78
46942,Jamaica,Female,Intermediación financiera,Divisa: Dólar estadounidense,2014,631.4
46945,Jamaica,Female,"Actividades inmobiliarias, empresariales y de alquiler",Divisa: Dólar estadounidense,2014,386.95
46948,Jamaica,Female,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Divisa: Dólar estadounidense,2014,651.5
46951,Jamaica,Female,Enseñanza,Divisa: Dólar estadounidense,2014,453.38
46954,Jamaica,Female,Servicios sociales y de salud,Divisa: Dólar estadounidense,2014,385.64
46957,Jamaica,Female,"Otras actividades de servicios comunitarios, sociales y personales",Divisa: Dólar estadounidense,2014,231.26
46960,Jamaica,Female,Hogares privados con servicio doméstico,Divisa: Dólar estadounidense,2014,120.05
46969,Jamaica,Total,Agricultura,Divisa: Dólar estadounidense,2012,198.89
46972,Jamaica,Total,Manufacturas,Divisa: Dólar estadounidense,2012,299.55
46975,Jamaica,Total,Construcción,Divisa: Dólar estadounidense,2012,272.1
46978,Jamaica,Total,"Explotación de minas y canteras; Suministro de electricidad, gas y agua",Divisa: Dólar estadounidense,2012,596.99
46981,Jamaica,Total,"Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales",Divisa: Dólar estadounidense,2012,316.13
46984,Jamaica,Total,Administración pública y servicios y actividades comunales y sociales,Divisa: Dólar estadounidense,2012,403.98
46990,Jamaica,Male,Agricultura,Divisa: Dólar estadounidense,2012,207.88
46993,Jamaica,Male,Manufacturas,Divisa: Dólar estadounidense,2012,295.32
46996,Jamaica,Male,Construcción,Divisa: Dólar estadounidense,2012,270.04
46999,Jamaica,Male,"Explotación de minas y canteras; Suministro de electricidad, gas y agua",Divisa: Dólar estadounidense,2012,592.01
47002,Jamaica,Male,"Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales",Divisa: Dólar estadounidense,2012,325.63
47005,Jamaica,Male,Administración pública y servicios y actividades comunales y sociales,Divisa: Dólar estadounidense,2012,519.76
47011,Jamaica,Female,Agricultura,Divisa: Dólar estadounidense,2012,165.74
47014,Jamaica,Female,Manufacturas,Divisa: Dólar estadounidense,2012,306.08
47017,Jamaica,Female,Construcción,Divisa: Dólar estadounidense,2012,318.18
47020,Jamaica,Female,"Explotación de minas y canteras; Suministro de electricidad, gas y agua",Divisa: Dólar estadounidense,2012,617.65
47023,Jamaica,Female,"Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales",Divisa: Dólar estadounidense,2012,308.17
47026,Jamaica,Female,Administración pública y servicios y actividades comunales y sociales,Divisa: Dólar estadounidense,2012,355.53
47032,Jamaica,Total,,Divisa: Dólar estadounidense,2012,203.87
47035,Jamaica,Total,Pesca,Divisa: Dólar estadounidense,2012,120.14
47038,Jamaica,Total,Explotación de minas y canteras,Divisa: Dólar estadounidense,2012,655.48
47041,Jamaica,Total,Industrias manufactureras,Divisa: Dólar estadounidense,2012,299.55
47044,Jamaica,Total,"Suministro de electricidad, gas y agua",Divisa: Dólar estadounidense,2012,570.17
47047,Jamaica,Total,Construcción,Divisa: Dólar estadounidense,2012,272.1
47050,Jamaica,Total,"Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos",Divisa: Dólar estadounidense,2012,228.69
47053,Jamaica,Total,Hoteles y restaurantes,Divisa: Dólar estadounidense,2012,236.17
47056,Jamaica,Total,"Transporte, almacenamiento y comunicaciones",Divisa: Dólar estadounidense,2012,407.04
47059,Jamaica,Total,Intermediación financiera,Divisa: Dólar estadounidense,2012,774.89
47062,Jamaica,Total,"Actividades inmobiliarias, empresariales y de alquiler",Divisa: Dólar estadounidense,2012,344.38
47065,Jamaica,Total,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Divisa: Dólar estadounidense,2012,565.65
47068,Jamaica,Total,Enseñanza,Divisa: Dólar estadounidense,2012,499.73
47071,Jamaica,Total,Servicios sociales y de salud,Divisa: Dólar estadounidense,2012,604.48
47074,Jamaica,Total,"Otras actividades de servicios comunitarios, sociales y personales",Divisa: Dólar estadounidense,2012,257.53
47077,Jamaica,Total,Hogares privados con servicio doméstico,Divisa: Dólar estadounidense,2012,144.31
47080,Jamaica,Total,Organizaciones y órganos extraterritoriales,Divisa: Dólar estadounidense,2012,799.26
47086,Jamaica,Male,,Divisa: Dólar estadounidense,2012,215.06
47089,Jamaica,Male,Pesca,Divisa: Dólar estadounidense,2012,120.14
47092,Jamaica,Male,Explotación de minas y canteras,Divisa: Dólar estadounidense,2012,673.39
47095,Jamaica,Male,Industrias manufactureras,Divisa: Dólar estadounidense,2012,295.32
47098,Jamaica,Male,"Suministro de electricidad, gas y agua",Divisa: Dólar estadounidense,2012,548.01
47101,Jamaica,Male,Construcción,Divisa: Dólar estadounidense,2012,270.04
47104,Jamaica,Male,"Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos",Divisa: Dólar estadounidense,2012,222.59
47107,Jamaica,Male,Hoteles y restaurantes,Divisa: Dólar estadounidense,2012,260.72
47110,Jamaica,Male,"Transporte, almacenamiento y comunicaciones",Divisa: Dólar estadounidense,2012,414.79
47113,Jamaica,Male,Intermediación financiera,Divisa: Dólar estadounidense,2012,884.31
47116,Jamaica,Male,"Actividades inmobiliarias, empresariales y de alquiler",Divisa: Dólar estadounidense,2012,320.8
47119,Jamaica,Male,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Divisa: Dólar estadounidense,2012,642.7
47122,Jamaica,Male,Enseñanza,Divisa: Dólar estadounidense,2012,570.28
47125,Jamaica,Male,Servicios sociales y de salud,Divisa: Dólar estadounidense,2012,784.22
47128,Jamaica,Male,"Otras actividades de servicios comunitarios, sociales y personales",Divisa: Dólar estadounidense,2012,217.56
47131,Jamaica,Male,Hogares privados con servicio doméstico,Divisa: Dólar estadounidense,2012,178.61
47134,Jamaica,Male,Organizaciones y órganos extraterritoriales,Divisa: Dólar estadounidense,2012,477.12
47140,Jamaica,Female,,Divisa: Dólar estadounidense,2012,165.74
47143,Jamaica,Female,Explotación de minas y canteras,Divisa: Dólar estadounidense,2012,495.4
47146,Jamaica,Female,Industrias manufactureras,Divisa: Dólar estadounidense,2012,306.08
47149,Jamaica,Female,"Suministro de electricidad, gas y agua",Divisa: Dólar estadounidense,2012,641.44
47152,Jamaica,Female,Construcción,Divisa: Dólar estadounidense,2012,318.18
47155,Jamaica,Female,"Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos",Divisa: Dólar estadounidense,2012,233.46
47158,Jamaica,Female,Hoteles y restaurantes,Divisa: Dólar estadounidense,2012,219.63
47161,Jamaica,Female,"Transporte, almacenamiento y comunicaciones",Divisa: Dólar estadounidense,2012,394.18
47164,Jamaica,Female,Intermediación financiera,Divisa: Dólar estadounidense,2012,713.03
47167,Jamaica,Female,"Actividades inmobiliarias, empresariales y de alquiler",Divisa: Dólar estadounidense,2012,366.73
47170,Jamaica,Female,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Divisa: Dólar estadounidense,2012,485.07
47173,Jamaica,Female,Enseñanza,Divisa: Dólar estadounidense,2012,474.09
47176,Jamaica,Female,Servicios sociales y de salud,Divisa: Dólar estadounidense,2012,550.72
47179,Jamaica,Female,"Otras actividades de servicios comunitarios, sociales y personales",Divisa: Dólar estadounidense,2012,285.9
47182,Jamaica,Female,Hogares privados con servicio doméstico,Divisa: Dólar estadounidense,2012,139.1
47188,Jamaica,Total,Agricultura,Divisa: Dólar estadounidense,2011,203.61
47191,Jamaica,Total,Manufacturas,Divisa: Dólar estadounidense,2011,388.21
47194,Jamaica,Total,Construcción,Divisa: Dólar estadounidense,2011,326.78
47197,Jamaica,Total,"Explotación de minas y canteras; Suministro de electricidad, gas y agua",Divisa: Dólar estadounidense,2011,535.47
47200,Jamaica,Total,"Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales",Divisa: Dólar estadounidense,2011,332.91
